Date,Open,High,Low,Close,Adj Close,Volume
2020-04-09,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,65.34264373779297,161834800
2020-04-13,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,66.62516021728516,131022800
2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,69.98992919921875,194994800
2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,69.35111999511719,131154400
2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,69.90216827392578,157125200
2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,68.95368194580078,215250000
2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,67.52243041992188,130015200
2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,65.43529510498047,180991600
2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,67.32005310058594,116862400
2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,67.0591812133789,124814400
2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,68.99513244628906,126161200
2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,69.04390716552734,117087600
2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,67.92474365234375,112004800
2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,70.15576171875,137280800
2020-04-30,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,71.63574981689453,183064000
2020-05-01,71.5625,74.75,71.4625015258789,72.26750183105469,70.48246765136719,240616800
2020-05-04,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,71.47970581054688,133568000
2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,72.55254364013672,147751200
2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,73.30109405517578,142333600
2020-05-07,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,74.05937957763672,115215200
2020-05-08,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,75.82212829589844,133838400
2020-05-11,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,77.01519775390625,145946400
2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,76.13506317138672,162301200
2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,75.2157974243164,200622400
2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,75.6778793334961,158929200
2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,75.23046112060547,166348400
2020-05-18,78.2925033569336,79.125,77.58000183105469,78.73999786376953,77.00297546386719,135178400
2020-05-19,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,76.55802154541016,101729600
2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,78.04692077636719,111504800
2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,77.46504974365234,102688800
2020-05-22,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,77.96381378173828,81803200
2020-05-26,80.875,81.05999755859375,79.125,79.18250274658203,77.43572235107422,125522000
2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,77.77310943603516,112945200
2020-05-28,79.19249725341797,80.86000061035156,78.90750122070312,79.5625,77.80733489990234,133560800
2020-05-29,79.8125,80.2874984741211,79.11750030517578,79.48500061035156,77.7315444946289,153532400
2020-06-01,79.4375,80.5875015258789,79.30249786376953,80.4625015258789,78.6874771118164,80791200
2020-06-02,80.1875,80.86000061035156,79.73249816894531,80.83499908447266,79.05176544189453,87642800
2020-06-03,81.16500091552734,81.55000305175781,80.57499694824219,81.27999877929688,79.4869613647461,104491200
2020-06-04,81.09750366210938,81.40499877929688,80.19499969482422,80.58000183105469,78.80238342285156,87560400
2020-06-05,80.8375015258789,82.9375,80.80750274658203,82.875,81.04673767089844,137250400
2020-06-08,82.5625,83.4000015258789,81.83000183105469,83.36499786376953,81.52594757080078,95654400
2020-06-09,83.03500366210938,86.40249633789062,83.00250244140625,85.99749755859375,84.10037994384766,147712400
2020-06-10,86.9749984741211,88.69249725341797,86.52249908447266,88.20999908447266,86.26406860351562,166651600
2020-06-11,87.32749938964844,87.76499938964844,83.87000274658203,83.9749984741211,82.12248229980469,201662400
2020-06-12,86.18000030517578,86.94999694824219,83.55500030517578,84.69999694824219,82.83148956298828,200146000
2020-06-15,83.3125,86.41999816894531,83.1449966430664,85.74749755859375,83.85589599609375,138808800
2020-06-16,87.86499786376953,88.30000305175781,86.18000030517578,88.0199966430664,86.07825469970703,165428800
2020-06-17,88.7874984741211,88.8499984741211,87.77249908447266,87.89749908447266,85.95848083496094,114406400
2020-06-18,87.85250091552734,88.36250305175781,87.30500030517578,87.93250274658203,85.9926986694336,96820400
2020-06-19,88.66000366210938,89.13999938964844,86.2874984741211,87.43000030517578,85.50125885009766,264476000
2020-06-22,87.83499908447266,89.86499786376953,87.7874984741211,89.71749877929688,87.73831176757812,135445200
2020-06-23,91.0,93.09500122070312,90.56749725341797,91.63249969482422,89.61106872558594,212155600
2020-06-24,91.25,92.19750213623047,89.62999725341797,90.01499938964844,88.02925109863281,192623200
2020-06-25,90.17500305175781,91.25,89.39250183105469,91.20999908447266,89.1978988647461,137522400
2020-06-26,91.10250091552734,91.33000183105469,88.25499725341797,88.40750122070312,86.45720672607422,205256800
2020-06-29,88.3125,90.5425033569336,87.81999969482422,90.44499969482422,88.44976043701172,130646000
2020-06-30,90.0199966430664,91.49500274658203,90.0,91.19999694824219,89.1881103515625,140223200
2020-07-01,91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,89.01942443847656,110737200
2020-07-02,91.9625015258789,92.61750030517578,90.91000366210938,91.02749633789062,89.01942443847656,114041600
2020-07-06,92.5,93.94499969482422,92.46749877929688,93.4625015258789,91.40070343017578,118655600
2020-07-07,93.85250091552734,94.65499877929688,93.05750274658203,93.17250061035156,91.11710357666016,112424400
2020-07-08,94.18000030517578,95.375,94.08999633789062,95.34249877929688,93.23921966552734,117092000
2020-07-09,96.26249694824219,96.31749725341797,94.67250061035156,95.75250244140625,93.64017486572266,125642800
2020-07-10,95.33499908447266,95.9800033569336,94.70500183105469,95.91999816894531,93.80398559570312,90257200
2020-07-13,97.26499938964844,99.95500183105469,95.25749969482422,95.47750091552734,93.37125396728516,191649200
2020-07-14,94.83999633789062,97.25499725341797,93.87750244140625,97.05750274658203,94.9163818359375,170989200
2020-07-15,98.98999786376953,99.24749755859375,96.48999786376953,97.7249984741211,95.56916809082031,153198000
2020-07-16,96.5625,97.40499877929688,95.90499877929688,96.52249908447266,94.3931884765625,110577600
2020-07-17,96.98750305175781,97.14749908447266,95.83999633789062,96.32749938964844,94.2025146484375,92186800
2020-07-20,96.4175033569336,98.5,96.0625,98.35749816894531,96.1877212524414,90318000
2020-07-21,99.17250061035156,99.25,96.74250030517578,97.0,94.86016082763672,103433200
2020-07-22,96.69249725341797,97.9749984741211,96.60250091552734,97.27249908447266,95.12664794921875,89001600
2020-07-23,96.99749755859375,97.07749938964844,92.01000213623047,92.84500122070312,90.79682922363281,197004400
2020-07-24,90.98750305175781,92.97000122070312,89.1449966430664,92.61499786376953,90.5718994140625,185438800
2020-07-27,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859375,92.71846008300781,121214000
2020-07-28,94.36750030517578,94.55000305175781,93.24749755859375,93.25250244140625,91.19534301757812,103625600
2020-07-29,93.75,95.2300033569336,93.7125015258789,95.04000091552734,92.9433822631836,90329200
2020-07-30,94.1875,96.29750061035156,93.76750183105469,96.19000244140625,94.06803894042969,158130000
2020-07-31,102.88500213623047,106.41500091552734,100.82499694824219,106.26000213623047,103.9158935546875,374336800
2020-08-03,108.19999694824219,111.63749694824219,107.89250183105469,108.9375,106.53431701660156,308151200
2020-08-04,109.13249969482422,110.79000091552734,108.38749694824219,109.66500091552734,107.24576568603516,173071600
2020-08-05,109.37750244140625,110.39250183105469,108.89749908447266,110.0625,107.63448333740234,121776800
2020-08-06,110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,111.3897933959961,202428800
2020-08-07,113.20500183105469,113.67500305175781,110.2925033569336,111.11250305175781,108.85725402832031,198045600
2020-08-10,112.5999984741211,113.7750015258789,110.0,112.72750091552734,110.43946838378906,212403600
2020-08-11,111.97000122070312,112.48249816894531,109.10749816894531,109.375,107.155029296875,187902400
2020-08-12,110.49749755859375,113.2750015258789,110.29750061035156,113.01000213623047,110.71624755859375,165598000
2020-08-13,114.43000030517578,116.0425033569336,113.92749786376953,115.01000213623047,112.67565155029297,210082000
2020-08-14,114.83000183105469,115.0,113.04499816894531,114.90750122070312,112.57522583007812,165565200
2020-08-17,116.0625,116.0875015258789,113.9625015258789,114.60749816894531,112.28131103515625,119561600
2020-08-18,114.35250091552734,116.0,114.00749969482422,115.5625,113.2169418334961,105633600
2020-08-19,115.98249816894531,117.1624984741211,115.61000061035156,115.7074966430664,113.3589859008789,145538000
2020-08-20,115.75,118.39250183105469,115.73249816894531,118.2750015258789,115.8743896484375,126907200
2020-08-21,119.26249694824219,124.86750030517578,119.25,124.37000274658203,121.84566497802734,338054800
2020-08-24,128.69749450683594,128.78500366210938,123.9375,125.85749816894531,123.30297088623047,345937600
2020-08-25,124.69750213623047,125.18000030517578,123.05249786376953,124.82499694824219,122.29142761230469,211495600
2020-08-26,126.18000030517578,126.99250030517578,125.0824966430664,126.52249908447266,123.95446014404297,163022400
2020-08-27,127.14250183105469,127.48500061035156,123.8324966430664,125.01000213623047,122.47268676757812,155552400
2020-08-28,126.01249694824219,126.44249725341797,124.57749938964844,124.80750274658203,122.2742919921875,187630000
2020-08-31,127.58000183105469,131.0,126.0,129.0399932861328,126.42088317871094,225702700
2020-09-01,132.75999450683594,134.8000030517578,130.52999877929688,134.17999267578125,131.45654296875,151948100
2020-09-02,137.58999633789062,137.97999572753906,127.0,131.39999389648438,128.7329559326172,200119000
2020-09-03,126.91000366210938,128.83999633789062,120.5,120.87999725341797,118.42648315429688,257599600
2020-09-04,120.06999969482422,123.69999694824219,110.88999938964844,120.95999908447266,118.5048828125,332607200
2020-09-08,113.94999694824219,118.98999786376953,112.68000030517578,112.81999969482422,110.53009033203125,231366600
2020-09-09,117.26000213623047,119.13999938964844,115.26000213623047,117.31999969482422,114.93876647949219,176940500
2020-09-10,120.36000061035156,120.5,112.5,113.48999786376953,111.18648529052734,182274400
2020-09-11,114.56999969482422,115.2300033569336,110.0,112.0,109.72672271728516,180860300
2020-09-14,114.72000122070312,115.93000030517578,112.80000305175781,115.36000061035156,113.01851654052734,140150100
2020-09-15,118.33000183105469,118.83000183105469,113.61000061035156,115.54000091552734,113.19489288330078,184642000
2020-09-16,115.2300033569336,116.0,112.04000091552734,112.12999725341797,109.85411071777344,154679000
2020-09-17,109.72000122070312,112.19999694824219,108.70999908447266,110.33999633789062,108.10041809082031,178011000
2020-09-18,110.4000015258789,110.87999725341797,106.08999633789062,106.83999633789062,104.67146301269531,287104900
2020-09-21,104.54000091552734,110.19000244140625,103.0999984741211,110.08000183105469,107.84571075439453,195713800
2020-09-22,112.68000030517578,112.86000061035156,109.16000366210938,111.80999755859375,109.54058074951172,183055400
2020-09-23,111.62000274658203,112.11000061035156,106.7699966430664,107.12000274658203,104.94579315185547,150718700
2020-09-24,105.16999816894531,110.25,105.0,108.22000122070312,106.02344512939453,167743300
2020-09-25,108.43000030517578,112.44000244140625,107.66999816894531,112.27999877929688,110.00105285644531,149981400
2020-09-28,115.01000213623047,115.31999969482422,112.77999877929688,114.95999908447266,112.62665557861328,137672400
2020-09-29,114.55000305175781,115.30999755859375,113.56999969482422,114.08999633789062,111.77432250976562,99382200
2020-09-30,113.79000091552734,117.26000213623047,113.62000274658203,115.80999755859375,113.45940399169922,142675200
2020-10-01,117.63999938964844,117.72000122070312,115.83000183105469,116.79000091552734,114.41952514648438,116120400
2020-10-02,112.88999938964844,115.37000274658203,112.22000122070312,113.0199966430664,110.72602844238281,144712000
2020-10-05,113.91000366210938,116.6500015258789,113.55000305175781,116.5,114.1353988647461,106243800
2020-10-06,115.69999694824219,116.12000274658203,112.25,113.16000366210938,110.86321258544922,161498200
2020-10-07,114.62000274658203,115.55000305175781,114.12999725341797,115.08000183105469,112.74423217773438,96849000
2020-10-08,116.25,116.4000015258789,114.58999633789062,114.97000122070312,112.63646697998047,83477200
2020-10-09,115.27999877929688,117.0,114.91999816894531,116.97000122070312,114.59587097167969,100506900
2020-10-12,120.05999755859375,125.18000030517578,119.27999877929688,124.4000015258789,121.87506103515625,240226800
2020-10-13,125.2699966430664,125.38999938964844,119.6500015258789,121.0999984741211,118.64204406738281,262330500
2020-10-14,121.0,123.02999877929688,119.62000274658203,121.19000244140625,118.73023223876953,150712000
2020-10-15,118.72000122070312,121.19999694824219,118.1500015258789,120.70999908447266,118.25994873046875,112559200
2020-10-16,121.27999877929688,121.55000305175781,118.80999755859375,119.0199966430664,116.604248046875,115393800
2020-10-19,119.95999908447266,120.41999816894531,115.66000366210938,115.9800033569336,113.62596893310547,120639300
2020-10-20,116.19999694824219,118.9800033569336,115.62999725341797,117.51000213623047,115.12489318847656,124423700
2020-10-21,116.66999816894531,118.70999908447266,116.44999694824219,116.87000274658203,114.49788665771484,89946000
2020-10-22,117.44999694824219,118.04000091552734,114.58999633789062,115.75,113.40061950683594,101988000
2020-10-23,116.38999938964844,116.55000305175781,114.27999877929688,115.04000091552734,112.70503997802734,82572600
2020-10-26,114.01000213623047,116.55000305175781,112.87999725341797,115.05000305175781,112.71484375,111850700
